Customer ID,Phone Service,Multiple Lines,Internet Type,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Revenue,Customer Status,Churn Category,Churn Reason
4118-CEVPF,Yes,Yes,Fiber Optic,Bank Withdrawal,110.8,3836.3,0.0,5098.5,Stayed,,
0727-IWKVK,Yes,No,Fiber Optic,Bank Withdrawal,79.9,741.7,0.0,914.32,Churned,Price,Extra data charges
8945-GRKHX,Yes,No,Fiber Optic,Bank Withdrawal,78.65,78.65,0.0,124.74,Churned,Competitor,Competitor had better devices
1334-PDUKM,Yes,Yes,Fiber Optic,Credit Card,86.45,5762.95,0.0,6576.63,Stayed,,
0853-TWRVK,Yes,Yes,Fiber Optic,Bank Withdrawal,105.6,7581.5,0.0,8024.3,Stayed,,
4987-GQWPO,No,,DSL,Credit Card,25.1,382.8,0.0,382.8,Stayed,,
7932-WPTDS,No,,DSL,Bank Withdrawal,24.8,24.8,0.0,24.8,Churned,Competitor,Competitor made better offer
0824-VWDPO,Yes,Yes,Fiber Optic,Bank Withdrawal,96.75,4442.75,0.0,4513.4,Stayed,,
8313-KTIHG,Yes,No,DSL,Bank Withdrawal,61.3,249.4,0.0,410.2,Stayed,,
3866-MDTUB,Yes,No,DSL,Bank Withdrawal,70.75,146.9,0.0,200.76,Churned,Attitude,Attitude of support person
0913-XWSCN,Yes,Yes,Fiber Optic,Bank Withdrawal,85.5,4713.4,0.0,7017.35,Stayed,,
3071-VBYPO,Yes,No,Fiber Optic,Bank Withdrawal,89.85,248.4,0.0,348.3,Joined,,
8651-ENBZX,Yes,Yes,Fiber Optic,Bank Withdrawal,106.0,6441.4,0.0,8614.8,Churned,Price,Long distance charges
7963-SHNDT,No,,DSL,Credit Card,39.1,1982.1,0.0,2112.1,Stayed,,
6851-WEFYX,Yes,Yes,Fiber Optic,Bank Withdrawal,100.8,3437.5,0.0,3511.7,Stayed,,
4250-FDVOU,Yes,No,DSL,Bank Withdrawal,56.25,389.1,0.0,492.18,Churned,Attitude,Attitude of support person
3074-GQWYX,Yes,Yes,Fiber Optic,Bank Withdrawal,75.9,357.75,0.0,592.15,Churned,Competitor,Competitor made better offer
7079-QRCBC,Yes,Yes,Fiber Optic,Bank Withdrawal,98.75,2407.3,0.0,3311.86,Churned,Competitor,Competitor had better devices
0345-XMMUG,Yes,Yes,Fiber Optic,Credit Card,108.9,4854.3,0.0,4946.3,Stayed,,
9530-EHPOH,Yes,Yes,DSL,Bank Withdrawal,53.75,608.0,0.0,773.33,Churned,Competitor,Competitor made better offer
1131-ALZWV,Yes,Yes,,Bank Withdrawal,24.6,605.25,0.0,1629.09,Stayed,,
0536-ESJEP,Yes,No,DSL,Bank Withdrawal,74.55,4191.45,0.0,4957.17,Stayed,,
5616-PRTNT,Yes,No,,Bank Withdrawal,19.4,374.5,0.0,830.1,Churned,Attitude,Attitude of support person
0585-EGDDA,Yes,No,Fiber Optic,Bank Withdrawal,80.0,3168.75,41.74,4695.81,Stayed,,
6474-FVJLC,Yes,Yes,Fiber Optic,Bank Withdrawal,86.0,165.45,0.0,252.39,Churned,Attitude,Attitude of support person
9294-TDIPC,Yes,No,,Credit Card,-10.0,83.75,0.0,144.85,Stayed,,
7124-UGSUR,Yes,Yes,Fiber Optic,Credit Card,104.4,6405.0,0.0,8546.71,Churned,Competitor,Competitor had better devices
2898-LSJGD,No,,Cable,Bank Withdrawal,55.95,1157.05,0.0,1167.05,Churned,Attitude,Attitude of service provider
9494-BDNNC,Yes,Yes,Fiber Optic,Bank Withdrawal,95.3,6273.4,0.0,7978.18,Stayed,,
3858-XHYJO,Yes,Yes,Fiber Optic,Bank Withdrawal,105.75,4228.55,0.0,5116.55,Stayed,,
8779-QRDMV,No,,DSL,Bank Withdrawal,39.65,39.65,0.0,59.65,Churned,Competitor,Competitor offered more data
5299-SJCZT,Yes,Yes,Fiber Optic,Bank Withdrawal,101.55,298.35,0.0,363.93,Churned,Dissatisfaction,Network reliability
5196-WPYOW,Yes,No,Cable,Credit Card,60.05,3994.05,0.0,4431.56,Stayed,,
2840-XANRC,Yes,No,Cable,Bank Withdrawal,93.15,2231.05,0.0,2617.45,Churned,Competitor,Competitor made better offer
1965-AKTSX,Yes,Yes,Fiber Optic,Bank Withdrawal,78.95,1101.85,0.0,1330.89,Churned,Competitor,Competitor made better offer
5781-RFZRP,Yes,Yes,DSL,Credit Card,73.5,5357.75,0.0,7799.44,Stayed,,
8263-QMNTJ,Yes,Yes,Fiber Optic,Bank Withdrawal,115.55,8425.3,0.0,11868.34,Stayed,,
5013-SBUIH,Yes,Yes,Fiber Optic,Bank Withdrawal,109.65,5551.15,0.0,6936.15,Churned,Competitor,Competitor had better devices
5181-OABFK,Yes,No,Cable,Credit Card,61.3,3346.8,0.0,4410.24,Stayed,,
3197-NNYNB,Yes,Yes,Fiber Optic,Credit Card,-3.0,6631.85,0.0,8435.6,Stayed,,
7054-ENNGU,Yes,No,Cable,Credit Card,50.85,466.6,0.0,579.91,Stayed,,
3082-VQXNH,No,,DSL,Credit Card,29.8,94.4,0.0,94.4,Joined,,
3530-CRZSB,Yes,No,,Credit Card,20.65,155.9,0.0,264.68,Stayed,,
1449-XQEMT,Yes,No,,Mailed Check,19.8,58.15,0.0,103.51,Churned,Price,Long distance charges
8414-OOEEL,Yes,No,DSL,Credit Card,79.5,5196.1,0.0,6019.78,Stayed,,
6857-VWJDT,Yes,Yes,Fiber Optic,Credit Card,95.65,95.65,0.0,127.98,Churned,Attitude,Attitude of service provider
2139-FQHLM,Yes,No,Fiber Optic,Credit Card,89.95,1682.4,29.64,1834.21,Stayed,,
5656-MJEFC,No,,Cable,Credit Card,48.15,2032.3,0.0,2032.3,Stayed,,
4983-CLMLV,Yes,Yes,Fiber Optic,Credit Card,102.7,5138.1,0.0,7443.78,Stayed,,
9317-WZPGV,Yes,No,Fiber Optic,Bank Withdrawal,79.75,159.4,0.0,248.66,Churned,Price,Extra data charges
6439-PKTRR,Yes,Yes,Cable,Bank Withdrawal,80.7,5617.95,0.0,5905.65,Stayed,,
3842-QTGDL,Yes,No,Fiber Optic,Bank Withdrawal,80.75,1321.3,0.0,2057.3,Stayed,,
4884-ZTHVF,Yes,No,Fiber Optic,Bank Withdrawal,87.1,713.6,0.0,1025.68,Stayed,,
0057-QBUQH,Yes,Yes,,Bank Withdrawal,25.1,1070.15,0.0,2387.67,Stayed,,
3084-DOWLE,Yes,Yes,DSL,Bank Withdrawal,92.0,6474.4,0.0,9701.28,Stayed,,
0303-WMMRN,Yes,No,,Credit Card,19.25,86.05,0.0,191.1,Stayed,,
6234-RAAPL,Yes,Yes,Fiber Optic,Bank Withdrawal,99.9,7251.7,0.0,8955.22,Stayed,,
0519-XUZJU,Yes,No,Fiber Optic,Mailed Check,70.75,70.75,0.0,96.75,Churned,Dissatisfaction,Service dissatisfaction
3677-IYRBF,No,,DSL,Bank Withdrawal,30.4,78.65,0.0,78.65,Churned,Attitude,Attitude of support person
2077-MPJQO,Yes,Yes,Fiber Optic,Bank Withdrawal,-10.0,533.05,0.0,682.64,Stayed,,
3904-UKFRE,Yes,Yes,Fiber Optic,Bank Withdrawal,80.1,336.15,0.0,512.79,Stayed,,
3007-FDPEA,Yes,No,,Bank Withdrawal,20.7,39.85,0.0,67.63,Joined,,
6849-WLEYG,Yes,No,,Credit Card,19.75,19.75,0.0,31.66,Churned,Attitude,Attitude of support person
0523-VNGTF,No,,DSL,Bank Withdrawal,50.5,2566.3,0.0,2566.3,Stayed,,
6131-IUNXN,Yes,No,,Mailed Check,20.2,382.2,0.0,1273.49,Stayed,,
4282-MSACW,Yes,Yes,Fiber Optic,Credit Card,117.2,8035.95,0.0,10257.51,Stayed,,
1133-KXCGE,Yes,No,,Mailed Check,20.1,407.05,0.0,745.45,Stayed,,
8564-LDKFL,Yes,Yes,Fiber Optic,Bank Withdrawal,106.0,4178.65,47.02,5310.03,Stayed,,
1686-STUHN,Yes,No,,Bank Withdrawal,19.8,849.9,0.0,2476.98,Stayed,,
3717-OEAUQ,Yes,No,Fiber Optic,Credit Card,-1.0,129.2,0.0,144.64,Joined,,
4526-EXKKN,Yes,Yes,,Credit Card,24.6,973.95,0.0,2072.75,Stayed,,
9503-XJUME,Yes,No,,Credit Card,19.65,928.4,0.0,2106.2,Stayed,,
5442-UTCVD,Yes,Yes,Fiber Optic,Bank Withdrawal,91.85,257.05,0.0,388.21,Churned,Attitude,Attitude of service provider
3841-CONLJ,No,,DSL,Bank Withdrawal,35.0,35.0,0.0,35.0,Joined,,
3400-ESFUW,Yes,No,DSL,Bank Withdrawal,57.55,3046.4,0.0,3590.4,Churned,Competitor,Competitor offered more data
1393-IMKZG,Yes,No,Fiber Optic,Bank Withdrawal,95.85,95.85,0.0,98.55,Joined,,
3916-NRPAP,Yes,No,Fiber Optic,Credit Card,85.7,256.75,0.0,346.27,Joined,,
6319-IEJWJ,Yes,No,Fiber Optic,Bank Withdrawal,90.2,1776.55,0.0,2770.35,Churned,Other,Moved
1216-BGTSP,Yes,Yes,Fiber Optic,Credit Card,108.45,4964.7,0.0,5233.35,Stayed,,
6900-RBKER,Yes,Yes,Fiber Optic,Credit Card,89.45,4577.75,18.89,5344.06,Stayed,,
7416-CKTEP,Yes,No,,Bank Withdrawal,19.6,1134.25,0.0,2461.21,Stayed,,
5049-GLYVG,Yes,No,,Credit Card,20.6,20.6,0.0,67.86,Churned,Price,Long distance charges
4081-DYXAV,No,,DSL,Credit Card,44.85,893.55,0.0,893.55,Churned,Competitor,Competitor offered higher download speeds
4191-XOVOM,Yes,Yes,Fiber Optic,Bank Withdrawal,105.4,6713.2,0.0,8275.19,Stayed,,
0440-MOGPM,Yes,Yes,DSL,Bank Withdrawal,80.55,3263.9,0.0,3516.46,Stayed,,
1092-WPIVQ,Yes,Yes,,Credit Card,25.1,428.45,14.57,1125.96,Stayed,,
0356-OBMAC,Yes,Yes,Fiber Optic,Bank Withdrawal,99.9,5706.3,0.0,6676.78,Stayed,,
6828-HMKWP,Yes,No,,Bank Withdrawal,21.05,262.05,0.0,858.45,Stayed,,
3440-JPSCL,Yes,No,Fiber Optic,Mailed Check,99.95,547.65,0.0,578.61,Churned,Competitor,Competitor offered higher download speeds
3419-SNJJD,Yes,Yes,Fiber Optic,Bank Withdrawal,105.25,6786.4,0.0,7981.75,Churned,Attitude,Attitude of support person
2812-REYAT,Yes,No,,Bank Withdrawal,20.05,923.1,0.0,2006.0,Stayed,,
9050-QLROH,Yes,Yes,Fiber Optic,Credit Card,90.7,1597.25,0.0,2111.87,Churned,Competitor,Competitor made better offer
9003-CPATH,Yes,Yes,Fiber Optic,Bank Withdrawal,79.9,3313.4,23.47,3687.25,Stayed,,
6922-NCEDI,Yes,No,,Mailed Check,21.2,1238.65,0.0,3961.93,Stayed,,
9824-BEMCV,Yes,No,Fiber Optic,Bank Withdrawal,69.0,1149.65,0.0,1914.14,Churned,Competitor,Competitor offered higher download speeds
1428-IEDPR,Yes,Yes,Fiber Optic,Bank Withdrawal,109.3,5731.4,3.85,6869.15,Stayed,,
8597-CWYHH,Yes,Yes,Fiber Optic,Credit Card,94.35,3921.3,0.0,5693.76,Stayed,,
6360-SVNWV,Yes,No,Fiber Optic,Credit Card,73.55,2094.65,0.0,3566.53,Stayed,,
4193-IBKSW,Yes,Yes,,Bank Withdrawal,24.75,1769.6,0.0,4313.36,Stayed,,
1301-LOPVR,No,,DSL,Credit Card,55.35,1636.95,0.0,1636.95,Stayed,,
3254-YRILK,Yes,Yes,Fiber Optic,Bank Withdrawal,88.2,1775.8,0.0,2535.23,Churned,Competitor,Competitor had better devices
6810-VCAEX,No,,DSL,Credit Card,39.65,1798.65,0.0,1798.65,Stayed,,
8559-WNQZS,Yes,No,,Credit Card,20.45,20.45,0.0,64.27,Joined,,
4361-BKAXE,Yes,Yes,Fiber Optic,Bank Withdrawal,114.5,4527.45,0.0,5411.41,Churned,Competitor,Competitor made better offer
4075-WKNIU,Yes,Yes,DSL,Credit Card,73.35,733.5,0.0,789.4,Stayed,,
5226-NOZFC,Yes,No,Fiber Optic,Bank Withdrawal,85.75,2146.5,0.0,3195.6,Stayed,,
8563-OYMQY,Yes,No,Fiber Optic,Credit Card,90.95,1612.2,0.0,2206.86,Stayed,,
3658-QQJYD,Yes,No,Cable,Credit Card,74.3,4698.05,0.0,7074.51,Stayed,,
9674-EHPPG,No,,DSL,Credit Card,40.4,1842.7,0.0,1922.7,Stayed,,
2514-GINMM,Yes,No,Fiber Optic,Bank Withdrawal,79.5,79.5,0.0,128.47,Churned,Attitude,Attitude of service provider
5899-OUVKV,Yes,No,Fiber Optic,Bank Withdrawal,94.5,2979.2,0.0,4402.72,Stayed,,
6692-UDPJC,Yes,Yes,Fiber Optic,Bank Withdrawal,91.65,1301.0,0.0,1428.82,Churned,Dissatisfaction,Network reliability
9500-IWPXQ,Yes,Yes,DSL,Bank Withdrawal,79.4,4820.55,0.0,7289.83,Stayed,,
5073-RZGBK,Yes,Yes,DSL,Bank Withdrawal,80.05,4042.2,0.0,6501.2,Stayed,,
3914-FDRHP,Yes,No,Fiber Optic,Bank Withdrawal,86.25,770.5,0.0,1187.56,Stayed,,
3129-AAQOU,Yes,Yes,,Credit Card,25.6,485.9,0.0,1216.07,Stayed,,
4359-INNWN,Yes,No,,Credit Card,20.05,337.9,43.68,359.5,Stayed,,
0619-OLYUR,Yes,Yes,Fiber Optic,Credit Card,111.9,8071.05,0.0,11514.81,Stayed,,
2796-UUZZO,Yes,No,Fiber Optic,Credit Card,80.3,4896.35,0.0,6125.79,Stayed,,
5968-HYJRZ,Yes,Yes,,Credit Card,24.55,1160.45,0.0,1897.41,Stayed,,
8390-FESFV,Yes,Yes,DSL,Bank Withdrawal,84.5,5193.2,0.0,5568.3,Stayed,,
0164-APGRB,Yes,Yes,Fiber Optic,Bank Withdrawal,114.9,8496.7,0.0,11979.34,Stayed,,
6682-QJDGB,Yes,No,DSL,Mailed Check,55.25,2139.2,0.0,2462.4,Churned,Competitor,Competitor made better offer
0601-WZHJF,No,,DSL,Bank Withdrawal,46.35,667.7,0.0,667.7,Churned,Attitude,Attitude of service provider
2511-ALLCS,Yes,Yes,,Bank Withdrawal,24.3,821.6,0.0,1481.7,Stayed,,
1699-HPSBG,Yes,No,Cable,Bank Withdrawal,59.8,727.8,0.0,843.0,Churned,Competitor,Competitor offered higher download speeds
1550-LOAHA,Yes,No,Fiber Optic,Bank Withdrawal,84.15,2585.95,0.0,3785.31,Churned,Dissatisfaction,Limited range of services
3457-PQBYH,Yes,No,,Credit Card,20.3,1160.75,25.57,2133.36,Stayed,,
5995-LFTLE,Yes,Yes,,Credit Card,25.3,1474.35,0.0,4303.59,Stayed,,
5997-OPVFA,Yes,Yes,Cable,Bank Withdrawal,89.05,6254.45,0.0,6690.05,Stayed,,
6173-GOLSU,Yes,Yes,Fiber Optic,Credit Card,94.65,6079.0,0.0,6561.4,Stayed,,
7524-VRLPL,Yes,Yes,Cable,Credit Card,74.1,5031.0,0.0,5952.84,Stayed,,
2410-CIYFZ,Yes,No,,Mailed Check,20.4,42.9,0.0,141.96,Joined,,
6217-TOWGS,Yes,Yes,DSL,Bank Withdrawal,75.4,1322.55,0.0,1451.75,Stayed,,
7439-DKZTW,Yes,No,Fiber Optic,Bank Withdrawal,80.55,80.55,0.0,146.48,Joined,,
3507-GASNP,Yes,No,,Credit Card,19.95,1189.9,0.0,2185.3,Stayed,,
7379-FNIUJ,Yes,No,Fiber Optic,Bank Withdrawal,100.2,198.5,0.0,253.62,Joined,,
8519-IMDHU,Yes,Yes,Cable,Bank Withdrawal,85.6,1345.55,0.0,2024.3,Churned,Competitor,Competitor had better devices
3196-NVXLZ,Yes,Yes,Fiber Optic,Credit Card,84.6,2088.05,0.0,2327.3,Stayed,,
0014-BMAQU,Yes,Yes,Fiber Optic,Credit Card,84.65,5377.8,0.0,6214.28,Stayed,,
0326-VDYXE,Yes,Yes,Fiber Optic,Bank Withdrawal,97.65,6982.5,0.0,8228.7,Stayed,,
2486-WYVVE,Yes,Yes,DSL,Credit Card,79.3,2484.0,0.0,2580.72,Stayed,,
1010-DIAUQ,Yes,No,Fiber Optic,Bank Withdrawal,96.5,492.55,0.0,596.85,Churned,Competitor,Competitor made better offer
3957-HHLMR,Yes,Yes,DSL,Bank Withdrawal,65.2,4543.15,0.0,6623.55,Stayed,,
0011-IGKFF,Yes,No,Fiber Optic,Bank Withdrawal,98.0,1237.85,0.0,1599.51,Churned,Dissatisfaction,Product dissatisfaction
4228-ZGYUW,Yes,Yes,Fiber Optic,Bank Withdrawal,90.05,368.1,0.0,447.06,Churned,Competitor,Competitor offered more data
7521-AFHAB,Yes,No,Cable,Credit Card,44.8,220.45,0.0,398.45,Stayed,,
5110-CHOPY,No,,Cable,Bank Withdrawal,53.6,3237.05,0.0,3237.05,Stayed,,
7356-AYNJP,Yes,Yes,,Bank Withdrawal,23.9,97.5,0.0,122.94,Stayed,,
2737-YNGYW,Yes,No,Fiber Optic,Bank Withdrawal,80.55,184.1,0.0,251.88,Churned,Attitude,Attitude of support person
8166-ORCHU,Yes,No,Fiber Optic,Bank Withdrawal,93.55,3055.5,0.0,4525.32,Stayed,,
6654-QGBZZ,Yes,No,,Credit Card,19.9,19.9,0.0,21.4,Joined,,
5780-INQIK,Yes,No,DSL,Bank Withdrawal,49.4,408.25,0.0,575.45,Stayed,,
7945-PRBVF,Yes,No,,Bank Withdrawal,21.45,705.45,0.0,1307.45,Stayed,,
1550-EENBN,Yes,Yes,Fiber Optic,Bank Withdrawal,104.35,3205.6,0.0,4622.61,Stayed,,
5756-OZRIO,Yes,Yes,DSL,Bank Withdrawal,64.05,3902.6,0.0,5991.24,Stayed,,
8181-YHCMF,No,,DSL,Credit Card,60.3,4109.0,0.0,4109.0,Stayed,,
0608-JDVEC,Yes,No,,Bank Withdrawal,19.8,1013.2,0.0,1106.7,Stayed,,
2930-UOTMB,Yes,Yes,Cable,Credit Card,65.25,1994.3,0.0,3079.64,Churned,Competitor,Competitor offered higher download speeds
7502-BNYGS,Yes,No,DSL,Credit Card,69.1,3168.0,0.0,4634.48,Stayed,,
2252-JHJGE,Yes,Yes,Fiber Optic,Bank Withdrawal,104.0,6363.45,0.0,9150.54,Stayed,,
9651-GTSAQ,Yes,No,Fiber Optic,Bank Withdrawal,106.1,5769.75,0.0,7364.52,Churned,Attitude,Attitude of support person
0829-DDVLK,Yes,No,,Credit Card,20.1,302.45,0.0,448.55,Stayed,,
3315-TOTBP,Yes,Yes,Fiber Optic,Mailed Check,76.0,1130.85,0.0,1803.75,Churned,Dissatisfaction,Lack of self-service on Website
0188-GWFLE,Yes,No,,Credit Card,20.05,33.7,0.0,37.32,Joined,,
4078-SAYYN,Yes,Yes,Fiber Optic,Bank Withdrawal,100.75,1129.75,0.0,1664.79,Churned,Price,Long distance charges
2979-SXESE,Yes,Yes,Cable,Bank Withdrawal,94.4,1607.2,0.0,2045.63,Churned,Other,Moved
9822-WMWVG,Yes,Yes,Fiber Optic,Bank Withdrawal,106.5,4282.4,0.0,5787.1,Stayed,,
8950-MTZNV,Yes,No,DSL,Mailed Check,44.95,44.95,0.0,58.58,Joined,,
7817-BOQPW,Yes,Yes,Fiber Optic,Bank Withdrawal,75.55,166.3,0.0,249.04,Churned,Competitor,Competitor made better offer
8035-PWSEV,Yes,No,Fiber Optic,Bank Withdrawal,89.25,487.05,0.0,702.33,Stayed,,
3946-MHCZW,Yes,No,DSL,Credit Card,50.9,50.9,0.0,57.85,Churned,Attitude,Attitude of support person
2186-QZEYA,Yes,Yes,DSL,Bank Withdrawal,58.55,1718.95,33.1,1943.37,Stayed,,
7377-DMMRI,Yes,No,DSL,Bank Withdrawal,47.8,92.45,0.0,119.91,Churned,Attitude,Attitude of support person
3733-LSYCE,Yes,No,Fiber Optic,Bank Withdrawal,75.35,1114.55,0.0,1565.9,Stayed,,
5457-COLHT,Yes,No,Cable,Bank Withdrawal,80.65,5542.55,0.0,8327.39,Stayed,,
9364-YKUVW,Yes,No,,Mailed Check,19.8,309.4,0.0,551.35,Stayed,,
1597-FZREH,Yes,No,DSL,Bank Withdrawal,76.4,160.8,0.0,244.08,Churned,Price,Lack of affordable download/upload speed
4819-HJPIW,No,,DSL,Credit Card,25.15,476.8,0.0,476.8,Stayed,,
8878-RYUKI,Yes,No,DSL,Bank Withdrawal,59.45,3043.7,0.0,3530.94,Stayed,,
9444-JTXHZ,Yes,No,Fiber Optic,Bank Withdrawal,76.2,76.2,0.0,161.35,Churned,Other,Don't know
1258-YMZNM,Yes,Yes,Fiber Optic,Bank Withdrawal,110.5,2857.6,0.0,3823.12,Stayed,,
2834-SPCJV,Yes,No,Fiber Optic,Bank Withdrawal,84.1,4348.65,0.0,6343.89,Churned,Competitor,Competitor had better devices
3672-YITQD,Yes,Yes,Fiber Optic,Bank Withdrawal,84.1,3021.6,0.0,4161.0,Churned,Competitor,Competitor made better offer
4587-VVTOX,Yes,Yes,Fiber Optic,Bank Withdrawal,105.3,545.2,0.0,709.84,Churned,Competitor,Competitor offered more data
1602-IJQQE,Yes,Yes,Fiber Optic,Bank Withdrawal,75.35,338.1,0.0,454.54,Churned,Competitor,Competitor had better devices
8780-RSYYU,Yes,No,,Credit Card,19.2,532.1,0.0,682.1,Stayed,,
1470-PSXNM,Yes,Yes,Fiber Optic,Bank Withdrawal,93.65,4520.15,33.13,6254.94,Stayed,,
8871-JLMHM,Yes,Yes,Fiber Optic,Credit Card,90.2,6297.65,0.0,6529.53,Stayed,,
3926-YZVVX,Yes,No,Cable,Bank Withdrawal,50.05,2029.05,0.0,2538.27,Stayed,,
8265-HKSOW,Yes,Yes,Fiber Optic,Credit Card,107.45,7658.3,0.0,8946.38,Stayed,,
2305-MRGLV,Yes,No,Fiber Optic,Bank Withdrawal,76.55,2065.4,0.0,2678.88,Stayed,,
3523-BRGUW,Yes,No,,Credit Card,19.3,504.2,9.49,1271.59,Stayed,,
6345-ULYRW,Yes,Yes,Cable,Credit Card,88.4,3912.9,0.0,4996.18,Churned,Competitor,Competitor made better offer
4355-CVPVS,Yes,No,Fiber Optic,Bank Withdrawal,88.9,4968.0,0.0,5694.32,Stayed,,
9518-XXBXE,Yes,No,Fiber Optic,Bank Withdrawal,75.3,720.45,0.0,971.75,Stayed,,
3705-PSNGL,Yes,No,,Bank Withdrawal,20.4,930.45,0.0,2073.45,Churned,Price,Long distance charges
9448-REEVD,Yes,No,DSL,Credit Card,44.7,44.7,0.0,76.78,Churned,Other,Don't know
9470-YFUYI,Yes,No,DSL,Bank Withdrawal,71.0,5012.1,0.0,5817.95,Stayed,,
9845-PEEKO,Yes,Yes,Fiber Optic,Credit Card,79.2,4590.35,0.0,4952.02,Stayed,,
5186-SAMNZ,Yes,No,Fiber Optic,Bank Withdrawal,69.5,69.5,0.0,190.7,Churned,Price,Price too high
4612-SSVHJ,Yes,No,Fiber Optic,Bank Withdrawal,81.45,1671.6,0.0,2135.2,Stayed,,
7774-OJSXI,Yes,Yes,Fiber Optic,Bank Withdrawal,103.45,3066.45,0.0,3353.82,Churned,Dissatisfaction,Poor expertise of phone support
1552-TKMXS,Yes,No,,Credit Card,20.35,869.9,0.0,1119.8,Stayed,,
7137-RYLPP,Yes,Yes,Fiber Optic,Bank Withdrawal,85.7,3171.15,0.0,4895.72,Churned,Competitor,Competitor offered higher download speeds
9695-IDRZR,Yes,Yes,Fiber Optic,Credit Card,116.15,3946.9,0.0,4880.88,Stayed,,
3190-FZATL,Yes,No,,Credit Card,19.95,268.4,0.0,837.64,Stayed,,
5996-NRVXR,Yes,No,Fiber Optic,Credit Card,98.15,4116.8,27.89,4694.91,Stayed,,
4785-FCIFB,Yes,Yes,,Mailed Check,24.4,1417.9,0.0,2643.39,Stayed,,
4958-GZWIY,Yes,No,DSL,Bank Withdrawal,-4.0,340.25,0.0,376.16,Churned,Other,Don't know
8679-JOEVF,Yes,No,DSL,Bank Withdrawal,59.4,1023.9,0.0,1613.18,Churned,Price,Price too high
5848-FHRFC,Yes,No,,Bank Withdrawal,20.05,1386.9,0.0,1579.34,Stayed,,
2495-TTHBQ,Yes,No,,Credit Card,20.4,84.75,0.0,213.35,Stayed,,
3716-UVSPD,Yes,No,DSL,Bank Withdrawal,-1.0,49.3,0.0,74.27,Joined,,
9758-MFWGD,No,,DSL,Bank Withdrawal,29.9,1388.75,0.0,1388.75,Stayed,,
1150-FTQGN,Yes,Yes,Fiber Optic,Bank Withdrawal,94.15,5811.8,0.0,8694.2,Stayed,,
9824-QCJPK,Yes,No,,Mailed Check,20.0,666.75,0.0,1450.47,Stayed,,
2506-TNFCO,Yes,No,Fiber Optic,Bank Withdrawal,69.55,69.55,0.0,82.01,Churned,Dissatisfaction,Network reliability
9885-CSMWE,Yes,No,Fiber Optic,Bank Withdrawal,78.45,78.45,0.0,96.82,Churned,Dissatisfaction,Product dissatisfaction
0634-SZPQA,Yes,Yes,Fiber Optic,Bank Withdrawal,90.05,2169.8,27.38,2224.07,Churned,Competitor,Competitor offered higher download speeds
0305-SQECB,No,,DSL,Credit Card,36.05,402.6,0.0,502.6,Stayed,,
0363-QJVFX,Yes,Yes,Fiber Optic,Credit Card,108.15,3432.9,0.0,4318.98,Churned,Attitude,Attitude of service provider
2004-OCQXK,Yes,No,Fiber Optic,Bank Withdrawal,81.95,81.95,0.0,126.89,Churned,Competitor,Competitor had better devices
6543-XRMYR,Yes,Yes,Fiber Optic,Bank Withdrawal,99.7,2967.35,0.0,4355.65,Churned,Dissatisfaction,Product dissatisfaction
8626-XHBIE,Yes,Yes,,Credit Card,24.8,1424.2,0.0,2682.52,Stayed,,
2709-UQGNP,Yes,No,Cable,Credit Card,51.65,524.5,0.0,1014.9,Stayed,,
2240-HSJQD,Yes,Yes,Fiber Optic,Credit Card,81.85,3141.7,0.0,3189.96,Stayed,,
8216-AZUUZ,Yes,No,Fiber Optic,Bank Withdrawal,100.4,4303.65,0.0,4832.85,Stayed,,
5353-WILCI,Yes,No,Cable,Bank Withdrawal,56.05,1522.65,0.0,2867.73,Stayed,,
1013-QCWAM,Yes,Yes,Fiber Optic,Bank Withdrawal,100.8,6690.75,0.0,8542.71,Stayed,,
8454-AATJP,Yes,Yes,Fiber Optic,Credit Card,115.05,8405.0,0.0,9816.2,Stayed,,
7153-CHRBV,Yes,No,Cable,Credit Card,59.3,3274.35,0.0,4348.8,Stayed,,
3235-ETOOB,Yes,No,Fiber Optic,Bank Withdrawal,74.5,609.9,0.0,993.18,Churned,Competitor,Competitor made better offer
3585-YNADK,Yes,Yes,Cable,Bank Withdrawal,74.6,4368.95,0.0,4746.86,Stayed,,
4697-LUPSU,Yes,No,,Credit Card,20.2,34.75,0.0,111.57,Joined,,
4116-TZAQJ,Yes,No,Fiber Optic,Credit Card,74.25,639.65,0.0,764.39,Churned,Attitude,Attitude of support person
7881-EVUAD,No,,DSL,Bank Withdrawal,42.6,72.4,0.0,72.4,Churned,Competitor,Competitor offered more data
8731-WBBMB,Yes,No,Cable,Bank Withdrawal,81.9,2078.55,44.86,2325.67,Stayed,,
1116-FRYVH,No,,DSL,Credit Card,39.4,1978.65,0.0,2108.65,Stayed,,
1518-OMDIK,Yes,No,DSL,Credit Card,44.55,1462.6,0.0,3062.77,Stayed,,
8118-LSUEL,Yes,Yes,Fiber Optic,Bank Withdrawal,106.4,2483.5,0.0,2888.76,Churned,Dissatisfaction,Product dissatisfaction
5307-DZCVC,Yes,Yes,Fiber Optic,Credit Card,85.95,2628.6,0.0,4195.0,Churned,Price,Extra data charges
0657-DOGUM,Yes,Yes,DSL,Bank Withdrawal,60.6,2985.25,0.0,5231.81,Stayed,,
